,ICLN_Adj_close,VIX,OVX,VXN,EPU,EMU,EMV_IDT,MA50,MA200,RSI,WAD,StoSLOWD,StoFASTK,StoFASTD,ADX,MACD,MACD Signal,PriceRateOfChange,onBalanceVolume,MFI
2011-11-16,6.873427391052246,33.5099983215332,43.290000915527344,31.940000534057617,161.74,46.53,0.0,7.44729455947876,10.911870260238647,40.67734558631852,-252.50499535900286,-146.12537836273262,-152.50499535900286,-149.62630809777036,21.04180869912337,-0.15247037565479182,-0.13331335537370936,-13.320637264865166,-2391100.0,31.077777722951694
2011-11-17,6.782887935638428,34.5099983215332,42.939998626708984,34.34000015258789,113.76,32.0,0.31,7.4042885112762455,10.8818030667305,39.116184881414604,-299.73734951457993,-153.49630624167705,-199.73734951457993,-166.82101264843195,21.560131579051472,-0.16890577929658956,-0.14043184015828541,-14.217554904153529,-2407300.0,24.93672069124857
2011-11-18,6.790433883666992,32.0,42.939998626708984,31.829999923706055,100.23,40.48,1.19,7.3701854419708255,10.852445118427276,39.32519341680798,-353.43805272933935,-172.7802622046141,-253.43805272933935,-201.89346586764006,22.0648219219699,-0.17925571188778022,-0.14819661450418437,-8.16327346601745,-2390700.0,26.028921973743653
2011-11-21,6.6168999671936035,32.90999984741211,44.81999969482422,32.93000030517578,175.43,404.4,0.0,7.33502607345581,10.821510682106018,36.24377397120646,-276.9914119972245,-192.9233610877064,-176.99141199722447,-210.05560474704725,23.189024202284735,-0.1991649947261882,-0.15839029054858514,-6.602787180892822,-2426000.0,25.128525719796187
2011-11-22,6.609354496002197,31.969999313354492,42.939998626708984,31.06999969482422,230.78,33.66,0.0,7.297754125595093,10.790948894023895,36.111275927675884,-272.9359826075712,-204.35696213091055,-172.9359826075712,-201.12181577804435,24.273565868603807,-0.21309566707666416,-0.16933136585420094,-8.463948290609357,-2439700.0,20.198005312380616
2011-11-23,6.481091022491455,33.97999954223633,45.189998626708984,33.06999969482422,176.33,44.39,0.0,7.2548989486694335,10.759932322502136,33.84617790951424,-261.633562488405,-193.89924651871925,-161.63356248840503,-170.52031903106624,25.487282382845454,-0.23181341490109375,-0.1818277756635795,-11.35189692118198,-2457600.0,13.575121137158487
2011-11-25,6.466001987457275,34.470001220703125,69.12000274658203,33.040000915527344,165.18,59.52,0.0,7.212345628738404,10.729325292110444,33.57933271794685,-247.3528518726031,-177.42764459954546,-147.3528518726031,-160.6407989895258,26.77738301593774,-0.24504025243121053,-0.1944702710171057,-11.191688758190255,-2497000.0,7.200747356117408
2011-11-28,6.601810932159424,32.130001068115234,44.52000045776367,31.559999465942383,120.85,56.65,0.66,7.176582717895508,10.698725786209106,38.29478353735717,-247.10157987100612,-161.06348314375427,-147.10157987100612,-152.02933141067078,27.04810227668412,-0.24177691584829653,-0.20393159998334387,-10.440125460146565,-2458200.0,16.908392364214347
2011-11-29,6.601810932159424,30.639999389648438,42.70000076293945,31.059999465942383,100.85,70.6,0.52,7.145346765518188,10.667007057666778,38.29478353735717,-265.32647306798685,-155.31014400135373,-165.32647306798685,-153.26030160386472,27.299484447377186,-0.236464878173952,-0.2104382556214655,-9.79378188939435,-2458200.0,17.14133601040444
2011-11-30,7.03941535949707,27.799999237060547,41.0,27.770000457763672,90.16,46.02,0.0,7.130105991363525,10.637737505435943,51.23286607322933,-226.6004214733676,-150.54415260621832,-126.60042147336759,-146.34282480411954,25.422023423098995,-0.19469965356257202,-0.20729053520968682,0.9740073422464635,-2439100.0,24.515307303144727
2011-12-01,6.9639668464660645,27.40999984741211,40.88999938964844,27.200000762939453,115.59,37.27,0.0,7.119844903945923,10.606971502304077,49.31303323885196,-233.27728035743374,-147.11261712474877,-133.2772803574337,-141.7347249662621,23.678666757697815,-0.16577749681752518,-0.1989879275312545,-0.7526612012719092,-2447900.0,26.099410645827703
2011-12-02,6.918696403503418,27.520000457763672,39.79999923706055,27.690000534057617,184.64,20.2,0.39,7.115016145706177,10.575307626724243,48.14720495856922,-250.6120646313585,-141.6358239748114,-150.6120646313585,-136.82992215405264,22.16335099384256,-0.14483980254628825,-0.18815830253426125,-4.279736511228538,-2469000.0,22.115889620375086
2011-12-05,6.956421375274658,27.84000015258789,39.34000015258789,27.889999389648438,180.69,21.56,4.42,7.108225736618042,10.543272774219513,49.224478819092894,-271.99757896801617,-143.50898503530559,-171.99757896801617,-151.96230798560217,20.62797813992368,-0.12377563062500663,-0.1752817681524103,-1.2848281753178536,-2456300.0,25.91857702907993
2011-12-06,6.873427391052246,28.1299991607666,38.22999954223633,27.940000534057617,101.98,75.3,0.49,7.099020938873291,10.51291212797165,46.91523281710483,-281.42871231225894,-152.26833848117732,-181.42871231225897,-168.01278530387728,19.516121618130402,-0.11248241625855293,-0.16272189777363882,-1.4069390131721482,-2474900.0,27.327913865890853
2011-12-07,6.971512317657471,28.670000076293945,38.34000015258789,28.450000762939453,168.73,71.66,0.0,7.089363422393799,10.483974599838257,49.90621133604156,-270.28269937480155,-164.8482522803903,-170.28269937480155,-174.5696635516916,18.201936318237426,-0.09452816679771292,-0.14908315157845364,1.427016261682068,-2451200.0,35.640728236677575
2011-12-08,6.684804916381836,30.59000015258789,40.27000045776367,30.0,89.75,71.24,0.32,7.078649654388427,10.452409701347351,42.38810160987392,-302.8630816464318,-175.81353776668854,-202.86308164643182,-184.8581644444968,17.777947870232534,-0.10225544875439585,-0.13971761101364208,-1.4460362634217683,-2465300.0,35.924134021588614
2011-12-09,6.865882873535156,26.3799991607666,38.869998931884766,25.989999771118164,176.26,27.22,0.4,7.070199337005615,10.42182478904724,47.74253770704334,-282.28604373679894,-181.52392319406613,-182.28604373679894,-185.14394158601013,17.296698442488346,-0.09269931753723704,-0.13031395231836107,1.1111070538458723,-2436900.0,44.012053362669526
2011-12-12,6.6168999671936035,25.670000076293945,40.45000076293945,24.559999465942383,270.45,22.19,0.65,7.062654390335083,10.390815732479096,41.96693355195082,-310.5795521415946,-189.5261106240382,-210.57955214159463,-198.57622584160785,17.720241999899667,-0.10401780193238164,-0.12505472224116518,0.0,-2463200.0,45.325687353694605
2011-12-13,6.5112714767456055,25.40999984741211,39.38999938964844,25.290000915527344,198.44,25.62,0.5,7.060994501113892,10.359987375736237,39.76891244026166,-322.5827881315247,-196.28987625475222,-222.5827881315247,-205.14946133663878,18.424427529961044,-0.12012637667163872,-0.12406905312725988,-1.4840030038624663,-2495300.0,42.720329195470605
2011-12-14,6.375462055206299,26.040000915527344,43.81999969482422,26.079999923706055,167.64,39.41,0.0,7.052996873855591,10.328442659378052,37.079877632266964,-330.5040483448993,-208.3159389058618,-230.50404834489927,-221.2221295393389,19.475891834519057,-0.1422118933374783,-0.12769762116930355,-1.6298022496303521,-2520200.0,41.85596082141788
2011-12-15,6.405643463134766,25.110000610351562,45.040000915527344,24.790000915527344,106.34,32.21,0.31,7.041528596878051,10.296862316131591,38.081870923742386,-327.1505607071596,-217.7057966457238,-227.15056070715963,-226.74579906119394,20.452251545894352,-0.15548707877268875,-0.1332555126899806,-0.933475189763211,-2501800.0,50.57834518539096
2011-12-16,6.405643463134766,24.290000915527344,41.72999954223633,23.479999542236328,164.61,41.16,0.4,7.0229681205749515,10.26565504550934,38.08187092374239,-323.55542048092394,-225.01264614828656,-223.5554204809239,-227.07000984432702,21.44251327173895,-0.16411593256070045,-0.13942759666412458,-2.971419070320036,-2501800.0,37.011220885473264
2011-12-19,6.2955474853515625,24.920000076293945,41.27000045776367,24.149999618530273,235.34,57.21,0.0,7.0083925247192385,10.234643425941467,35.678176638453245,-248.32940362814782,-217.83142350364358,-148.32940362814782,-199.67846160540986,23.147890908736553,-0.1777887486273393,-0.14709982705676752,-4.639082366263459,-2533800.0,34.92047049683489
2011-12-20,6.566906929016113,23.219999313354492,38.959999084472656,22.5,203.98,35.11,0.51,6.994868040084839,10.204951300621033,44.90825983246427,-226.26766913562253,-197.59976751043368,-126.26766913562251,-166.05083108156416,24.73145585737719,-0.16482807911511355,-0.15064547746843673,-6.712324906975164,-2479200.0,40.77677802826667
2011-12-21,6.497129440307617,21.43000030517578,36.369998931884766,22.290000915527344,180.75,13.56,0.4,6.982362432479858,10.174350671768188,43.19191401276032,-231.94063341006662,-167.08062047052854,-131.94063341006662,-135.51256872461173,26.20190902397206,-0.15836162114222319,-0.15218870620319402,-6.703613277471998,-2563500.0,31.876326626472768
2011-12-22,6.6056742668151855,21.15999984741211,35.810001373291016,21.889999389648438,137.25,34.32,0.34,6.968406143188477,10.146270062923431,46.61025138341345,-223.11585432514389,-142.89048403215097,-123.11585432514389,-127.1080522902771,26.870969045841864,-0.14283177051736384,-0.150317319066028,-4.524293572554039,-2520700.0,39.720209058648784
2011-12-23,6.636686325073242,20.729999542236328,35.7400016784668,21.3700008392334,204.63,38.93,0.0,6.954013776779175,10.118605654239655,47.58076490604341,-232.43872429017247,-130.59523056333862,-132.43872429017247,-129.1650706751271,27.066598732598443,-0.1265628997620034,-0.14556643520522308,-4.596257658253089,-2494600.0,41.31152480672411
2011-12-27,6.574659824371338,21.90999984741211,36.95000076293945,22.489999771118164,219.79,21.37,0.63,6.936721067428589,10.08775846004486,45.78798641480876,-237.97680527586311,-129.15008364304336,-137.97680527586311,-131.17712796372595,27.380674453037244,-0.11732230421465673,-0.1399176090071098,-4.346704339524132,-2524100.0,40.48667551742718
2011-12-28,6.543647766113281,23.520000457763672,38.72999954223633,23.540000915527344,133.43,29.81,0.0,6.9246930980682375,10.053697037696839,44.87752384955295,-257.6352119445801,-134.341926380797,-157.63521194458008,-142.683580503538,28.171124829164615,-0.11121941144783776,-0.1341779694952554,-6.137327627758649,-2837100.0,22.26047682317535
2011-12-29,6.559153079986572,22.649999618530273,38.65999984741211,23.06999969482422,170.36,51.12,0.0,6.907995586395264,10.021876962184907,45.46143784814433,-256.084680557251,-141.47542479772048,-156.08468055725098,-150.56556592589752,28.514270866299945,-0.10393359394037738,-0.1281290943842798,-1.8796634751051644,-2765200.0,29.381841370922583
2011-12-30,6.621179580688477,23.399999618530273,38.7400016784668,23.1299991607666,140.77,100.79,0.0,6.898121862411499,9.989173185825347,47.841701088490765,-289.72409838539306,-153.68793668616988,-189.7240983853931,-167.81466362907418,28.087794747660464,-0.09209292097750943,-0.12092185970292572,-3.5640470039169925,-2628100.0,37.540340848539266
2012-01-03,6.791748046875,22.969999313354492,40.06999969482422,23.020000457763672,200.32,72.18,0.0,6.889999656677246,9.957807238101958,53.8115195793908,-268.13315225592277,-163.23140220705332,-168.13315225592274,-171.3139770661884,26.38176542298616,-0.06815994718286156,-0.1103694771989129,2.6424470756440055,-2618400.0,39.32944821607422
2012-01-04,6.783995628356934,22.219999313354492,39.040000915527344,21.979999542236328,159.76,13.75,0.0,6.880213375091553,9.925357921123505,53.51173458795522,-278.1339009602865,-172.59745263193201,-178.13390096028647,-178.66371720053357,25.093060992357515,-0.04925071680179727,-0.09814572511948977,4.188493024524265,-2683600.0,37.909727879595245
2012-01-05,6.683204650878906,21.479999542236328,38.70000076293945,21.399999618530273,92.24,76.78,0.0,6.864337043762207,9.893150794506074,49.63975226702835,-291.5726979573568,-176.41920377485891,-191.57269795735678,-179.27991705785482,24.304251103341464,-0.04191483687981634,-0.08689954747155508,4.8269849778386,-2691600.0,38.583520260378016
2012-01-06,6.621179580688477,20.6299991607666,37.119998931884766,20.520000457763672,134.12,27.62,0.0,6.8520489692687985,9.859700872898102,47.368305932617,-299.84270731608075,-182.5978010009875,-199.84270731608075,-189.84976874457416,23.732221460361483,-0.04063755949881376,-0.07764714987700681,3.364784799437359,-2696700.0,37.149391155617
2012-01-09,6.745230197906494,21.06999969482422,36.52000045776367,21.219999313354492,126.95,11.49,0.0,6.8398274803161625,9.826311612129212,52.090173690502816,-283.3026250203451,-186.90078752234083,-183.30262502034506,-191.5726767645937,22.706371230362187,-0.029277961778371164,-0.06797331225727968,5.301368031581677,-2692300.0,39.428918965588814
2012-01-10,6.861527919769287,20.690000534057617,35.439998626708984,20.93000030517578,84.34,59.61,0.0,6.818463716506958,9.793503839969635,56.069332182331436,-310.37460624801315,-193.08747501243784,-210.37460624801318,-197.83997952814582,21.432032460615954,-0.010767028922549216,-0.056532055590333585,8.990170207351223,-2684500.0,41.43402594230311
2012-01-11,7.132887840270996,21.049999237060547,35.52000045776367,21.18000030517578,168.32,38.43,0.0,6.8029798412322995,9.760299408435822,63.65466291639825,-225.49603917245622,-187.49013770211457,-125.49603917245622,-173.05775681360433,21.44472982194315,0.02550548510904349,-0.04012454745045817,8.618683306658049,-2666500.0,38.97375190424382
2012-01-12,7.218172550201416,20.469999313354492,36.59000015258789,20.790000915527344,111.69,15.71,0.0,6.799462718963623,9.726999130249023,65.6614392094448,-203.98368216645895,-172.50528184579744,-103.98368216645896,-146.6181091956423,21.856853781156882,0.06043679934352664,-0.020012278091661204,11.097872014377774,-2649800.0,44.71120714328355
2012-01-13,7.0010833740234375,20.90999984741211,35.619998931884766,21.3799991607666,162.32,33.82,1.19,6.797790651321411,9.691829943656922,57.02961861472622,-224.65885682522494,-145.9073529102087,-124.65885682522497,-118.04619272137954,21.498122791401716,0.06979824459744499,-0.002050173553839965,5.985900776165454,-2658300.0,40.88493818600063
2012-01-17,7.101872444152832,22.200000762939453,33.970001220703125,22.209999084472656,147.06,18.38,0.0,6.79541823387146,9.657015447616578,59.679794488373304,-215.05989079058747,-126.41059283703724,-115.05989079058749,-114.56747659408995,21.493746973447013,0.0843774424038859,0.015235349637705207,7.009313026022146,-2643800.0,40.00668917269514
2012-01-18,7.2724432945251465,20.889999389648438,32.59000015258789,21.290000915527344,103.11,13.2,0.0,6.794646463394165,9.6233522772789,63.75398904827788,-196.0701109617806,-114.8477629471111,-96.07011096178061,-111.92961952586386,21.80530210250771,0.10844511601522644,0.03387730291320946,10.613225456429287,-2636200.0,42.43318446288634
2012-01-19,7.218172550201416,19.8700008392334,33.5099983215332,20.270000457763672,185.3,21.15,0.0,6.793392868041992,9.589231209754944,61.62050249602123,-206.52985479000515,-110.79457165580364,-106.52985479000515,-105.88661884745723,22.39706042063653,0.12173642353087732,0.051449127036743036,10.308085156740955,-2644700.0,77.2273475660226
2012-01-20,7.187160015106201,18.280000686645508,33.349998474121094,18.969999313354492,118.88,26.56,0.0,6.789708194732666,9.555253555774689,60.377102146115355,-232.61013014285854,-109.85097900162286,-132.61013014285854,-111.7366986315476,22.669324694131973,0.12828859700670137,0.0668170210307347,9.574512554613456,-2654400.0,69.85688577045632
2012-01-23,7.1638994216918945,18.670000076293945,33.15999984741211,19.420000076293945,158.58,87.65,0.0,6.786614656448364,9.521644608974457,59.40881351367,-244.85271752060692,-115.20696165449813,-144.85271752060692,-127.9975674844897,23.240386768560448,0.13010454202728372,0.0794745252300445,8.196724381050323,-2681500.0,55.21211977897548
2012-01-24,7.101872444152832,18.90999984741211,33.22999954223633,19.739999771118164,163.32,109.3,0.0,6.789221858978271,9.488620874881745,56.7932008738967,-251.3818743619165,-127.56083559705466,-151.3818743619165,-142.9482406751268,23.147662128106703,0.12509659713114996,0.08859893961026559,4.5661940804845536,-2699800.0,48.60502718044993
2012-01-25,7.218172550201416,18.309999465942383,31.93000030517578,19.360000610351562,284.94,26.02,1.91,6.7932497215271,9.456066708564759,60.32072842284863,-239.1397554778562,-138.69019687102525,-139.1397554778562,-145.12478245345935,23.371275033441105,0.12902489267074913,0.0966841302223623,6.400017712712458,-2669400.0,73.53487038088372
2012-01-26,7.194911479949951,18.56999969482422,31.969999313354492,19.559999465942383,124.86,15.86,0.0,6.792587203979492,9.424105083942413,59.278295089263224,-241.5882896801376,-144.03655432285186,-141.5882896801376,-144.03663983996955,23.90711068510028,0.12877666399743148,0.10310263697737614,7.656608704983325,-2675700.0,77.47912755753072
2012-01-27,7.427504539489746,18.530000686645508,31.56999969482422,19.309999465942383,94.26,20.62,0.0,6.800198040008545,9.393977944850922,65.66740160073834,-222.9376307000459,-141.23888252648052,-122.9376307000459,-134.5552252860127,24.936915812726134,0.14566907461270873,0.11161592450444266,12.17796540593794,-2641200.0,82.96714558772128
2012-01-30,7.2724432945251465,19.399999618530273,31.739999771118164,19.75,125.16,11.74,0.0,6.806216659545899,9.3626651096344,59.01927550472136,-300.9812312051959,-144.5869718848138,-200.9812312051959,-155.16905052845928,25.52508630282586,0.14487426481710042,0.11826759256697421,7.816087533710592,-2653400.0,77.98966295724946
2012-01-31,7.194911479949951,19.440000534057617,32.310001373291016,19.889999389648438,92.52,43.37,0.0,6.812646341323853,9.33126309633255,55.96820555645912,-405.9471276630136,-166.55986855685217,-305.9471276630136,-209.9553298560846,25.645928943111265,0.13641568771976154,0.12189721159753167,4.858736480837256,-2660500.0,74.70805539012389
2012-02-01,7.326714515686035,18.549999237060547,32.18000030517578,19.040000915527344,123.13,12.93,0.0,6.823522872924805,9.301303536891938,59.77520071243233,-383.607635858145,-209.54545954222044,-283.607635858145,-263.5119982421176,25.964204264371396,0.13874820495042517,0.12526741026811036,2.7173660900810637,-2651800.0,73.64190370949139
2012-02-02,7.373234748840332,17.979999542236328,31.809999465942383,18.889999389648438,103.72,15.41,0.0,6.8351788902282715,9.27381500005722,61.05507685420961,-375.7228526169463,-253.96440004807883,-275.7228526169463,-288.4258720460344,26.464143326044557,0.14270551534059983,0.12875503128260826,2.148219615982838,-2644400.0,72.45121328895642
2012-02-03,7.536048412322998,17.100000381469727,30.709999084472656,18.209999084472656,145.63,20.48,0.0,6.85356185913086,9.24691668510437,65.22540121389794,-339.0696388066446,-272.69041534957665,-239.06963880664463,-266.1333757605781,27.514981061591243,0.15716768307122742,0.1344375616403321,7.641175082766116,-2630800.0,77.23985424882922
2012-02-06,7.543801784515381,17.760000228881836,31.200000762939453,18.649999618530273,153.87,11.88,1.39,6.872250804901123,9.219161775112152,65.41532838832663,-320.8855413397493,-266.59508624257506,-220.8855413397493,-245.2260109211129,28.631743953446232,0.16732585918240783,0.14101522114874726,6.222715823717739,-2617700.0,77.16844060107103
2012-02-07,7.629088401794434,17.649999618530273,32.40999984741211,18.75,103.69,85.07,0.0,6.895210752487182,9.191646749973296,67.51695997404977,-284.9255470046778,-242.10654302179364,-184.92554700467784,-214.9602423836901,29.916731113038363,0.18018118760878554,0.14884841444075492,4.904061713864127,-2606000.0,77.68191148641954
2012-02-08,7.7298784255981445,18.15999984741211,32.31999969482422,18.989999771118164,106.66,13.02,0.38,6.92048828125,9.16456107378006,69.84880060397481,-249.46395110479517,-215.0926443737366,-149.4639511047952,-185.09167981640692,31.417322874656442,0.19623990907124256,0.15832671336685245,7.089133320627661,-2593300.0,78.1997155570685
2012-02-09,8.016746520996094,18.6299991607666,32.43000030517578,18.899999618530273,93.89,20.12,0.29,6.948786993026733,9.138275511264801,75.28660923550476,-177.21252538558647,-179.0841988994832,-77.21252538558647,-137.20067449835267,33.714308042652874,0.22946924080068154,0.17255521885361827,11.542619117234644,-2563200.0,84.37437548296376
2012-02-10,7.830667495727539,20.790000915527344,32.83000183105469,20.940000534057617,168.02,27.57,0.4,6.9733641242980955,9.110798432826996,66.86288235940351,-190.59951149898455,-142.68367232596034,-90.59951149898457,-105.75866266312158,35.84722284150671,0.23804467258094864,0.18565310959908435,9.307334382957787,-2568400.0,80.25357375887317
2012-02-13,7.784152507781982,19.040000915527344,33.29999923706055,19.600000381469727,91.89,22.98,1.35,6.988258867263794,9.082976837158203,64.90780635730925,-193.94591497886822,-110.07066259420668,-93.94591497886822,-87.25265062114592,37.543782757895386,0.23833995858315316,0.19619047939589812,9.607044747626947,-2581100.0,81.84409079626323
2012-02-14,7.6368408203125,19.540000915527344,33.63999938964844,20.18000030517578,122.49,16.93,0.99,7.001716346740722,9.05262794494629,59.02180925737562,-233.04592804288723,-99.62503270817119,-133.04592804288723,-105.86378484024617,37.977862452395904,0.22410382344676716,0.20177314820607192,5.80019758739907,-2614100.0,66.20910698422776
2012-02-15,7.644591808319092,21.139999389648438,34.849998474121094,22.350000381469727,65.95,6.66,0.0,7.016234254837036,9.023101270198822,59.23129504875031,-232.41060079952345,-104.30575002282815,-132.41060079952348,-119.80081460709248,38.00487697382628,0.21101457902480458,0.20362143436981844,6.249977218236302,-2599900.0,60.89237213795021
2012-02-16,7.722123146057129,19.219999313354492,33.9900016784668,20.889999389648438,128.4,5.35,0.0,7.031548290252686,8.994894926548005,61.35920265716349,-226.0555695393125,-118.72287741374858,-126.0555695393125,-130.50403279390721,38.058743915924936,0.20453958450778487,0.20380506439741172,3.9665893841058786,-2592000.0,55.66502626773805
2012-02-17,7.815161228179932,17.780000686645508,33.04999923706055,19.760000228881836,180.16,13.71,0.0,7.050382966995239,8.96849681377411,63.800899732078186,-218.42949294202438,-125.31224505376194,-118.42949294202438,-125.63188776028626,38.624804189746385,0.20455748897851755,0.20395554931363288,7.462662982375612,-2586100.0,60.63458160911055
2012-02-21,7.892694473266602,18.190000534057617,34.68000030517578,19.920000076293945,109.8,34.94,0.0,7.068806610107422,8.943493657112121,65.74357256917732,-233.09061884890613,-127.33149366586905,-133.09061884890616,-125.85856044341382,39.32294778450789,0.20842536543425538,0.20484951253775738,9.69828461769351,-2578400.0,64.5238543852081
2012-02-22,7.807407855987549,18.190000534057617,33.66999816894531,19.719999313354492,119.14,12.77,0.37,7.0912586688995365,8.918026764392852,61.81382102496043,-259.4749882642475,-129.49627162958623,-159.4749882642475,-136.9983666850588,39.41832305986923,0.2022770442940196,0.20433501888900982,6.5608307689944745,-2587000.0,59.87030002274284
2012-02-23,7.6368408203125,16.799999237060547,33.209999084472656,18.40999984741211,58.2,10.54,0.0,7.106677827835083,8.8912220454216,54.7636007759712,-323.08652651975734,-144.91365722425854,-223.08652651975734,-171.88404454430315,37.9056843290277,0.18154834489332927,0.1997776840898737,3.575175353173554,-2597900.0,54.896397036334946
2012-02-24,7.551555156707764,17.309999465942383,33.79999923706055,18.270000457763672,66.25,26.76,0.0,7.125370931625366,8.863393983840943,51.59484326365648,-348.62466408493157,-173.09260139522448,-248.62466408493157,-210.3953929563116,36.14129236316636,0.15643556912211665,0.19110926109632229,0.2057675791918845,-2619600.0,45.877529768633416
2012-02-27,7.512787818908691,18.190000534057617,34.119998931884766,19.420000076293945,87.58,45.99,0.67,7.1454012584686275,8.836491293907166,50.17366847318678,-315.6609625418881,-203.80116284982435,-215.66096254188813,-229.1240510488585,33.649664153957275,0.13188502475759822,0.17926441382857747,-0.41111851149574496,-2641700.0,37.687283006756246
2012-02-28,7.559309959411621,17.959999084472656,33.52000045776367,19.549999237060547,73.57,75.58,0.0,7.169078216552735,8.809186987876892,51.88639296418619,-310.7117964492863,-221.50619501017934,-210.7117964492863,-224.99914102536812,31.754847226114926,0.11485847243511671,0.16638322554988533,-0.9146366997975774,-2636100.0,35.78163483636796
2012-02-29,7.404245853424072,18.43000030517578,32.52000045776367,19.829999923706055,51.9,84.35,0.38,7.189050264358521,8.782338502407073,46.18751373051978,-323.7636111939302,-223.6117718230869,-223.76361119393022,-216.71212339503435,29.60669120807293,0.08783986632094543,0.15067455370409735,-4.212648042376865,-2662500.0,27.61996399039008
2012-03-01,7.419750690460205,17.260000228881836,33.20000076293945,18.68000030517578,91.38,10.43,0.0,7.20933240890503,8.75616446018219,46.81651765299071,-395.81020782067674,-228.3799343027887,-295.81020782067674,-243.4285384879639,27.65608563743033,0.06690727170650312,0.13392109730457852,-7.4468592585825055,-2656400.0,14.643026490018899
2012-03-02,7.419750690460205,17.290000915527344,32.90999984741211,18.229999542236328,66.24,6.69,0.39,7.2318164730072025,8.730326173305512,46.81651765299071,-395.81020782067674,-243.97844583158624,-295.81020782067674,-271.7946756117607,25.699470225128703,0.04974461470992875,0.11708580078564856,-5.2475322888059335,-2656400.0,18.045597681231495
2012-03-05,7.349973678588867,18.049999237060547,33.34000015258789,19.56999969482422,74.99,32.81,0.0,7.247477807998657,8.703579399585724,44.12457759726639,-351.2227970115092,-265.3903172168927,-251.22279701150924,-280.9477375509537,24.530033256521072,0.03016494101962852,0.09970162883244456,-5.577727681453537,-2676200.0,17.486691797115604
2012-03-06,7.125133514404297,20.8700008392334,34.34000015258789,21.420000076293945,73.46,33.54,0.0,7.260037889480591,8.675409977436066,36.7848283662174,-284.85030364487596,-265.5678386628003,-184.85030364487594,-243.96110282568677,24.472469649698798,-0.0034549866899977744,0.07907030572795609,-6.700510301945306,-2690700.0,19.44525023732413
2012-03-07,7.125133514404297,19.06999969482422,32.93000030517578,20.420000076293945,90.74,13.23,0.39,7.270427074432373,8.648658215999603,36.7848283662174,-284.85030364487596,-243.96110282568668,-184.85030364487594,-206.9744681004198,24.419017729078114,-0.029756012825004063,0.05730504201736406,-6.795108318922971,-2690700.0,20.293392050856642
2012-03-08,7.210416793823242,17.950000762939453,32.119998931884766,19.049999237060547,54.01,81.81,0.0,7.281901683807373,8.623526685237884,41.09516296995348,-277.0261438194422,-211.05927376527904,-177.0261438194422,-182.24225036973084,23.649648668459502,-0.04321990545205967,0.03720005252347931,-6.626498212414045,-2684900.0,19.09062711102034
2012-03-09,7.295703887939453,17.110000610351562,31.420000076293945,18.110000610351562,76.37,20.74,0.41,7.296322565078736,8.599343903064728,45.12483422710248,-269.2016340215251,-188.74758187736586,-169.20163402152508,-177.02602716194724,22.422174981669368,-0.046472475866242036,0.020465546845535042,-6.646789811161124,-2679800.0,18.514490996754162
2012-03-12,7.17940616607666,15.640000343322754,30.0,16.709999084472656,130.28,22.8,0.0,7.309037733078003,8.574803473949432,41.00544558082909,-288.51867780387136,-179.1723653599856,-188.51867780387136,-178.24881854827905,21.863625334472836,-0.05776849630098102,0.004818738216231828,-9.037323180390743,-2688100.0,13.685717444139053
2012-03-13,7.33446741104126,14.800000190734863,29.450000762939453,16.440000534057617,59.01,8.61,1.01,7.324544019699097,8.55115026473999,47.842244193467835,-288.07633963917334,-179.06902095502733,-188.07633963917337,-181.9322171548561,20.879940553611927,-0.05359076631619608,-0.006863162690253754,-6.057585996145798,-2676600.0,20.11817781400278
2012-03-14,7.2646894454956055,15.3100004196167,29.309999465942383,17.59000015258789,101.42,6.66,0.78,7.337414216995239,8.526551260948182,45.29821732982274,-367.90162982985083,-191.67108382025538,-267.90162982985083,-214.83221575763136,20.223781046186136,-0.05527322849339722,-0.016545175850882447,-4.873106348204148,-2700500.0,18.78934781067942
2012-03-15,7.303454399108887,15.420000076293945,29.440000534057617,17.25,83.56,16.45,0.0,7.347648344039917,8.499571890830994,46.98483225225469,-378.26460133514433,-213.83731883795872,-278.26460133514433,-244.74752360138902,19.50381374459328,-0.05286914155204325,-0.023809968991114608,-3.285426014249504,-2680400.0,29.94765438133646
2012-03-16,7.342222213745117,14.470000267028809,28.68000030517578,16.469999313354492,106.65,49.0,0.41,7.358812875747681,8.475099387168884,48.68873162845205,-372.39068866861254,-244.1440153234074,-272.39068866861254,-272.85230661120204,18.39164781527365,-0.04729051111074689,-0.028506077415041065,-2.2703370476440554,-2676100.0,35.8661865783898
2012-03-19,7.342222213745117,15.039999961853027,26.850000381469727,16.549999237060547,105.58,23.1,0.0,7.371993227005005,8.45010458946228,48.68873162845205,-452.5060165715173,-272.8845330236716,-352.5060165715173,-301.0537688584242,17.56112678667657,-0.04238086605148972,-0.0312810351423308,-2.8717931508579264,-2676100.0,27.235429584146743
2012-03-20,7.326714515686035,15.579999923706055,27.8700008392334,16.350000381469727,63.51,16.67,0.0,7.386103925704956,8.42495765209198,47.973428792638245,-455.5467460025095,-300.24018640572393,-355.5467460025095,-326.8144837475459,17.6221268353466,-0.03928838653625455,-0.03288250542111555,-1.0471199805201392,-2701500.0,27.451203698156775
